TEGRA_AHB;Adds AHB configuration functionality for NVIDIA Tegra SoCs, which controls AHB bus master arbitration and some performance parameters (priority, prefetch size).
CMA_SIZE_MBYTES;Defines the size (in MiB) of the default memory area for Contiguous Memory Allocator.  If the size of 0 is selected, CMA is disabled by default, but it can be enabled by passing cma=size[MG] to the kernel.
CMA_SIZE_PERCENTAGE;Defines the size of the default memory area for Contiguous Memory Allocator as a percentage of the total memory in the system. If 0 percent is selected, CMA is disabled by default, but it can be enabled by passing cma=size[MG] to the kernel.
CMA_ALIGNMENT;DMA mapping framework by default aligns all buffers to the smallest PAGE_SIZE order which is greater than or equal to the requested buffer size. This works well for buffers up to a few hundreds kilobytes, but for larger buffers it just a memory waste. With this parameter you can specify the maximum PAGE_SIZE order for contiguous buffers. Larger buffers will be aligned only to this specified order. The order is expressed as a power of two multiplied by the PAGE_SIZE.  For example, if your system defaults to 4KiB pages, the order value of 8 means that the buffers will be aligned up to 1MiB only.  If unsure, leave the default value 8.
MTD_CMDLINE_PARTS;Allow generic configuration of the MTD partition tables via the kernel command line. Multiple flash resources are supported for hardware where different kinds of flash memory are available.  You will still need the parsing functions to be called by the driver for your particular device. It won't happen automatically. The SA1100 map driver (CONFIG_MTD_SA1100) has an option for this, for example.  The format for the command line is as follows:  mtdparts=<mtddef>[.<mtddef] <mtddef>  := <mtd-id>:<partdef>[,<partdef>] <partdef> := <size>[@offset][<name>][ro] <mtd-id>  := unique id used in mapping driver/device <size>    := standard linux memsize OR - to denote all remaining space <name>    := (NAME)  Due to the way Linux handles the command line, no spaces are allowed in the partition definition, including mtd id's and partition names.  Examples:  1 flash resource (mtd-id sa1100), with 1 single writable partition: mtdparts=sa1100:-  Same flash, but 2 named partitions, the first one being read-only: mtdparts=sa1100:256k(ARMboot)ro,-(root)  If unsure, say 'N'.
MTD_AFS_PARTS;The ARM Firmware Suite allows the user to divide flash devices into multiple 'images'. Each such image has a header containing its name and offset/size etc.  If you need code which can detect and parse these tables, and register MTD 'partitions' corresponding to each image detected, enable this option.  You will still need the parsing functions to be called by the driver for your particular device. It won't happen automatically. The 'physmap' map driver (CONFIG_MTD_PHYSMAP) does this, for example.
MTD_BLOCK;Although most flash chips have an erase size too large to be useful as block devices, it is possible to use MTD devices which are based on RAM chips in this manner. This block device is a user of MTD devices performing that function.  At the moment, it is also required for the Journalling Flash File System(s) to obtain a handle on the MTD device when it's mounted (although JFFS and JFFS2 don't actually use any of the functionality of the mtdblock device).  Later, it may be extended to perform read/erase/modify/write cycles on flash chips to emulate a smaller block size. Needless to say, this is very unsafe, but could be useful for file systems which are almost never written to.  You do not need this option for use with the DiskOnChip devices. For those, enable NFTL support (CONFIG_NFTL) instead.
MTD_CFI_ADV_OPTIONS;If you need to specify a specific endianness for access to flash chips, or if you wish to reduce the size of the kernel by including support for only specific arrangements of flash chips, say 'Y'. This option does not directly affect the code, but will enable other configuration options which allow you to do so.  If unsure, say 'N'.
MTD_CFI_GEOMETRY;This option does not affect the code directly, but will enable some other configuration options which would allow you to reduce the size of the kernel by including support for only certain arrangements of CFI chips. If unsure, say 'N' and all options which are supported by the current code will be enabled.
MTD_PHYSMAP;This provides a 'mapping' driver which allows the NOR Flash and ROM driver code to communicate with chips which are mapped physically into the CPU's memory. You will need to configure the physical address and size of the flash chips on your particular board as well as the bus width, either statically with config options or at run-time.  To compile this driver as a module, choose M here: the module will be called physmap.
MTD_PCMCIA;Map driver for accessing PCMCIA linear flash memory cards. These cards are usually around 4-16MiB in size. This does not include Compact Flash cards which are treated as IDE devices.
MTD_PMC551;This provides a MTD device driver for the Ramix PMC551 RAM PCI card from Ramix Inc. <http://www.ramix.com/products/memory/pmc551.html>. These devices come in memory configurations from 32M - 1G.  If you have one, you probably want to enable this.  If this driver is compiled as a module you get the ability to select the size of the aperture window pointing into the devices memory. What this means is that if you have a 1G card, normally the kernel will use a 1G memory map as its view of the device.  As a module, you can select a 1M window into the memory and the driver will slide the window around the PMC551's memory.  This was particularly useful on the 2.2 kernels on PPC architectures as there was limited kernel space to deal with.
MTDRAM_TOTAL_SIZE;This allows you to configure the total size of the MTD device emulated by the MTDRAM driver.  If the MTDRAM driver is built as a module, it is also possible to specify this as a parameter when loading the module.
MTDRAM_ERASE_SIZE;This allows you to configure the size of the erase blocks in the device emulated by the MTDRAM driver.  If the MTDRAM driver is built as a module, it is also possible to specify this as a parameter when loading the module.
MTD_NAND_VF610_NFC;Enables support for NAND Flash Controller on some Freescale processors like the VF610, MPC5125, MCF54418 or Kinetis K70. The driver supports a maximum 2k page size. With 2k pages and 64 bytes or more of OOB, hardware ECC with up to 32-bit error correction is supported. Hardware ECC is only enabled through device tree.
MTD_ONENAND_2X_PROGRAM;The 2X Program is an extension of Program Operation. Since the device is equipped with two DataRAMs, and two-plane NAND Flash memory array, these two component enables simultaneous program of 4KiB. Plane1 has only even blocks such as block0, block2, block4 while Plane2 has only odd blocks such as block1, block3, block5. So MTD regards it as 4KiB page size and 256KiB block size  Now the following chips support it. (KFXXX16Q2M)   Demux: KFG2G16Q2M, KFH4G16Q2M, KFW8G16Q2M,   Mux:   KFM2G16Q2M, KFN4G16Q2M,  And more recent chips
MTD_SPI_NOR_USE_4K_SECTORS;Many flash memories support erasing small (4096 B) sectors. Depending on the usage this feature may provide performance gain in comparison to erasing whole blocks (32/64 KiB). Changing a small part of the flash's contents is usually faster with small sectors. On the other hand erasing should be faster when using 64 KiB block instead of 16 × 4 KiB sectors.  Please note that some tools/drivers/filesystems may not work with 4096 B erase size (e.g. UBIFS requires 15 KiB as a minimum).
MTD_UBI_BEB_LIMIT;This option specifies the maximum bad physical eraseblocks UBI expects on the MTD device (per 1024 eraseblocks). If the underlying flash does not admit of bad eraseblocks (e.g. NOR flash), this value is ignored.  NAND datasheets often specify the minimum and maximum NVM (Number of Valid Blocks) for the flashes' endurance lifetime. The maximum expected bad eraseblocks per 1024 eraseblocks then can be calculated as 1024 * (1 - MinNVB / MaxNVB), which gives 20 for most NANDs (MaxNVB is basically the total count of eraseblocks on the chip).  To put it differently, if this value is 20, UBI will try to reserve about 1.9% of physical eraseblocks for bad blocks handling. And that will be 1.9% of eraseblocks on the entire NAND chip, not just the MTD partition UBI attaches. This means that if you have, say, a NAND flash chip admits maximum 40 bad eraseblocks, and it is split on two MTD partitions of the same size, UBI will reserve 40 eraseblocks when attaching a partition.  This option can be overridden by the mtd= UBI module parameter or by the attach ioctl.  Leave the default value if unsure.
BLK_DEV_RAM_SIZE;The default value is 4096 kilobytes. Only change this if you know what you are doing.
CHR_DEV_SG;If you want to use SCSI scanners, synthesizers or CD-writers or just about anything having SCSI in its name other than hard disks, CD-ROMs or tapes, say Y here. These won't be supported by the kernel directly, so you need some additional software which knows how to talk to these devices using the SCSI protocol:  For scanners, look at SANE (<http://www.sane-project.org/>). For CD writer software look at Cdrtools (<http://cdrecord.berlios.de/private/cdrecord.html>) and for burning a disk at once: CDRDAO (<http://cdrdao.sourceforge.net/>). Cdparanoia is a high quality digital reader of audio CDs (<http://www.xiph.org/paranoia/>). For other devices, it's possible that you'll have to write the driver software yourself. Please read the file <file:Documentation/scsi/scsi-generic.txt> for more information.  To compile this driver as a module, choose M here and read <file:Documentation/scsi/scsi.txt>. The module will be called sg.  If unsure, say N.
SCSI_EATA_MAX_TAGS;This specifies how many SCSI commands can be maximally queued for each probed SCSI device. You should reduce the default value of 16 only if you have disks with buggy or limited tagged command support. Minimum is 2 and maximum is 62. This value is also the window size used by the elevator sorting option above. The effective value used by the driver for each probed SCSI device is reported at boot time. This is equivalent to the eata=mq:8 boot option.
ATA_VERBOSE_ERROR;This option adds parsing of ATA command descriptions and error bits in libata kernel output, making it easier to interpret. This option will enlarge the kernel by approx. 6KB. Disable it only if kernel size is more important than ease of debugging.  If unsure, say Y.
MD_RAID10;RAID-10 provides a combination of striping (RAID-0) and mirroring (RAID-1) with easier configuration and more flexible layout. Unlike RAID-0, but like RAID-1, RAID-10 requires all devices to be the same size (or at least, only as much as the smallest device will be used). RAID-10 provides a variety of layouts that provide different levels of redundancy and performance.  RAID-10 requires mdadm-1.7.0 or later, available at:  https://www.kernel.org/pub/linux/utils/raid/mdadm/  If unsure, say Y.
DM_SWITCH;This device-mapper target creates a device that supports an arbitrary mapping of fixed-size regions of I/O across a fixed set of paths. The path used for any specific region can be switched dynamically by sending the target a message.  To compile this code as a module, choose M here: the module will be called dm-switch.  If unsure, say N.
ATM_ENI_TUNE_BURST;In order to obtain good throughput, the ENI NIC can transfer multiple words of data per PCI bus access cycle. Such a multi-word transfer is called a burst.  The default settings for the burst sizes are suitable for most PCI chipsets. However, in some cases, large bursts may overrun buffers in the PCI chipset and cause data corruption. In such cases, large bursts must be disabled and only (slower) small bursts can be used. The burst sizes can be set independently in the send (TX) and receive (RX) direction.  Note that enabling many different burst sizes in the same direction may increase the cost of setting up a transfer such that the resulting throughput is lower than when using only the largest available burst size.  Also, sometimes larger bursts lead to lower throughput, e.g. on an Intel 440FX board, a drop from 135 Mbps to 103 Mbps was observed when going from 8W to 16W bursts.
ATM_IDT77252_DEBUG;Somewhat useful debugging messages are available. The choice of messages is controlled by a bitmap.  This may be specified as a module argument.  See the file <file:drivers/atm/idt77252.h> for the meanings of the bits in the mask.  When active, these messages can have a significant impact on the speed of the driver, and the size of your syslog files! When inactive, they will have only a modest impact on performance.
ATM_AMBASSADOR_DEBUG;Somewhat useful debugging messages are available. The choice of messages is controlled by a bitmap.  This may be specified as a module argument (kernel command line argument as well?), changed dynamically using an ioctl (not yet) or changed by sending the string Dxxxx to VCI 1023 (where x is a hex digit).  See the file <file:drivers/atm/ambassador.h> for the meanings of the bits in the mask.  When active, these messages can have a significant impact on the speed of the driver, and the size of your syslog files! When inactive, they will have only a modest impact on performance.
ATM_HORIZON_DEBUG;Somewhat useful debugging messages are available. The choice of messages is controlled by a bitmap.  This may be specified as a module argument (kernel command line argument as well?), changed dynamically using an ioctl (not yet) or changed by sending the string Dxxxx to VCI 1023 (where x is a hex digit).  See the file <file:drivers/atm/horizon.h> for the meanings of the bits in the mask.  When active, these messages can have a significant impact on the speed of the driver, and the size of your syslog files! When inactive, they will have only a modest impact on performance.
ATM_IA;This is a driver for the Interphase (i)ChipSAR adapter cards which include a variety of variants in term of the size of the control memory (128K-1KVC, 512K-4KVC), the size of the packet memory (128K, 512K, 1M), and the PHY type (Single/Multi mode OC3, UTP155, UTP25, DS3 and E3). Go to:       <http://www.iphase.com/> for more info about the cards. Say Y (or M to compile as a module named iphase) here if you have one of these cards.  See the file <file:Documentation/networking/iphase.txt> for further details.
ATM_IA_DEBUG;Somewhat useful debugging messages are available. The choice of messages is controlled by a bitmap. This may be specified as a module argument (kernel command line argument as well?), changed dynamically using an ioctl (Get the debug utility, iadbg, from <ftp://ftp.iphase.com/pub/atm/pci/>).  See the file <file:drivers/atm/iphase.h> for the meanings of the bits in the mask.  When active, these messages can have a significant impact on the speed of the driver, and the size of your syslog files! When inactive, they will have only a modest impact on performance.
ATM_FORE200E_DEBUG;Specifies the level of debugging messages issued by the driver. The verbosity of the driver increases with the value of this parameter.  When active, these messages can have a significant impact on the performances of the driver, and the size of your syslog files! Keep the debugging level to 0 during normal operations.
ACENIC_OMIT_TIGON_I;Say Y here if you only have Tigon II based AceNICs and want to leave out support for the older Tigon I based cards which are no longer being sold (ie. the original Alteon AceNIC and 3Com 3C985 (non B version)).  This will reduce the size of the driver object by app. 100KB.  If you are not sure whether your card is a Tigon I or a Tigon II, say N here.  The safe and default value for this is N.
TULIP_MWI;This configures your Tulip card specifically for the card and system cache line size type you are using.  This is experimental code, not yet tested on many boards.  If unsure, say N.
8139TOO_8129;This enables support for the older and uncommon RTL-8129 and RTL-8130 chips, which support MII via an external transceiver, instead of an internal one.  Disabling this option will save some memory by making the code size smaller.  If unsure, say Y.
